NAME	Other	Non-inflammatory_Macrophage	alpha-beta_T_Cells	Inflammatory_Macrophage	NK-like_Cells	gamma-delta_T_Cells	Mature_B_Cells	Plasma_Cells
TM4SF4	311.492846678096	1	1	1	1	1	1	1
TM4SF5	84.5820655047011	1	1	1	1	1	1	1
TM7SF2	80.1382217491386	1	1	1	1	1	1	1
TM9SF2	69.1033421277774	90.33898337862	1	67.6680312868395	1	1	1	53.1199594889139
TM9SF3	60.072094428973	1	1	1	1	1	1	1
TMA16	1	1	1	1	1	1	1	61.9874120724884
TMC6	1	1	1	1	81.9580695457709	1	1	1
TMCO1	124.973118402099	1	107.782084271248	1	111.668499005157	111.412596240022	1	110.258861123265
TMED10	139.028650225992	86.31579573815	90.4768103685735	108.540712217332	138.4484287562	89.1995234951811	1	235.38909819856
TMED2	221.296809946351	1	127.81570078875	95.7486885633263	124.691790021793	117.555757303843	1	265.807740036067
TMED3	1	1	1	1	1	1	1	65.1468566560987
TMED9	1	1	75.454022050199	1	80.6985344788726	113.607580263886	1	354.71172540916
TMEM123	168.759766003291	319.056864674754	82.3898093759774	97.9118451201216	1	1	75.4726989036772	1
TMEM141	54.2695832868114	1	1	1	132.769419340926	1	1	1
TMEM147	1	86.0614803431433	1	1	1	1	1	129.537952449145
TMEM14B	53.7882342939372	1	75.8396139094635	1	1	1	1	1
TMEM14C	62.287039685842	102.737695213738	1	80.1755748652061	1	1	1	1
TMEM156	1	1	1	1	1	1	69.0103541462757	1
TMEM160	1	67.0452780559928	93.3930768085209	81.6068259999152	89.0261518781302	103.054204087115	1	104.087411204944
TMEM165	1	1	1	1	74.3093090437177	1	1	1
TMEM167A	1	77.9881155483519	1	138.950602049742	1	1	1	84.2856187049916
TMEM173	1	1	1	1	1	90.8737372731029	1	1
TMEM176A	356.412290799287	1	1	1	1	1	1	1
TMEM176B	437.395343601572	1	1	79.4146252958257	1	1	1	1
TMEM205	190.981706528125	1	1	1	1	1	1	1
TMEM208	67.029720207083	1	1	1	1	1	1	143.944767785467
TMEM219	89.2554812930687	159.093542950496	88.1438739466013	163.159096251394	97.7403283340967	1	1	1
TMEM243	1	1	1	1	1	1	144.37611048174	1
TMEM258	270.563201129553	257.260819042747	293.869176517563	311.732040810324	239.908835170003	246.272906622413	158.2767570386	1054.74309147609
TMEM261	1	1	1	1	77.8710239946258	1	1	1
TMEM37	74.9051512545688	1	1	1	1	1	1	1
TMEM56	89.4108048186094	1	1	1	1	1	1	1
TMEM97	74.8429813049449	1	1	1	1	1	1	1
TMIGD2	1	1	1	1	302.57186063022	163.909421934586	1	1
TMIGD3	1	214.506636443781	1	1	1	1	1	1
TNFAIP2	1	115.260549654402	1	94.6907141027199	1	1	1	1
TNFAIP3	1	1	126.576805947591	116.65054240845	80.1216212368973	1	1	1
TNFAIP8	1	1	121.009615753833	1	118.353752595736	1	173.676565234863	1
TNFRSF13B	1	1	1	1	1	1	1	99.3446533105368
TNFRSF13C	1	1	1	1	1	1	247.368365870738	1
TNFRSF14	1	1	1	1	1	79.0898788103782	1	1
TNFRSF17	1	1	1	1	1	1	1	330.522571778612
TNFRSF1A	73.7386229785886	85.9462869502994	1	97.3308009701791	72.7137233330207	1	1	1
TNFRSF1B	1	106.218423656812	1	184.214316829685	1	1	1	1
TNFSF13B	1	1	1	85.2496534210645	1	1	1	1
TNRC6B	1	1	153.01606683095	86.8872319861201	183.212919963315	157.787248615535	172.225927461057	1
TOB1	81.331884515248	1	1	1	1	1	1	1
TOMM22	1	1	72.8759861379647	79.1709148931878	108.534750688606	72.8995062580247	71.1707880404694	105.644262380714
TOMM5	52.8848411684247	1	1	1	1	1	1	105.071509553098
TOP1	57.7003168604008	1	1	1	1	1	1	176.400189924652
TOP2A	1	1	1	1	1	1	1	102.436531738248
TOR1AIP2	85.9915160865447	1	1	1	1	1	1	1
TOR3A	1	1	1	1	1	1	1	68.2160231111302
TOX	1	1	1	1	75.0478760185973	1	1	1
TP53INP1	70.2579165380163	1	1	1	1	1	1	1
TPD52	1	1	1	1	1	1	94.0877905779104	74.5473639574844
TPM1	84.8057647901062	1	1	1	1	1	1	1
TPM4	1	1	1	91.6925104223292	1	80.3784398215141	1	86.0187197055635
TPP1	1	523.602798233083	1	160.044898538147	1	1	1	1
TPR	1	1	81.2254191745311	1	1	1	1	1
TPST2	1	1	1	1	1	98.209123111412	1	1
TRA2A	1	1	93.8660571519135	1	111.34041762786	100.345592376557	109.784488561168	1
TRABD	1	1	1	1	1	1	1	66.870561006131
TRAC	1	1	749.413739042954	1	1	268.185473463219	1	1
TRAF3IP3	1	1	160.548034463013	1	245.4966188642	266.889810986553	132.642300690899	1
TRAPPC2L	1	1	1	1	1	1	1	73.7900453679818
TRAPPC6A	1	1	78.812596243658	1	67.1386760709453	1	1	1
TRAT1	1	1	84.1805471897548	1	1	1	1	1
TRBC1	1	1	396.64850081332	1	447.204916067661	379.974527070092	1	1
TRBC2	1	1	650.127216423903	1	238.926932640471	348.192037626492	146.983367217219	1
TRDC	1	1	1	1	296.696717989565	262.154585075012	1	1
TRGC1	1	1	96.008883733304	1	1	85.6588260845325	1	1
TRGC2	1	1	263.818284875598	1	1	95.2805722661886	1	1
TRIM14	1	104.622943027888	1	1	1	1	1	1
TRIM56	1	1	1	1	73.6480229774879	88.2492349035592	89.4930996115138	1
TSC22D4	1	1	93.2421495553051	1	126.038767309554	103.83456578282	1	1
TSKU	210.904567813394	1	1	1	1	1	1	1
TSPAN14	1	117.560259914509	1	1	1	1	1	1
TSPAN4	1	99.8236184013452	1	1	1	1	1	1
TSPO	66.9257330299955	78.3094373371562	137.796761726846	742.857482681846	116.490665470617	129.340687050782	1	1
TSPYL1	1	1	72.1347849556639	1	1	1	1	1
TSPYL2	1	1	133.685798825367	1	1	1	1	1
TST	156.238123431622	1	1	1	1	1	1	1
TSTD1	1	1	111.254303454923	1	111.190317087574	100.294012160469	132.694944226865	1
TTC3	1	1	1	1	1	1	84.772073636476	1
TTC36	166.999625731218	1	1	1	1	1	1	1
TTC38	1	1	1	1	72.2291852959715	97.7350795903227	1	1
TTC39C	53.4161774694641	1	75.7360110011054	1	1	1	1	1
TTR	9223.22353522125	119.219542280578	156.997477837301	337.67214916454	163.308233088958	176.173736356174	194.979207094051	1
TUBA1A	1	1	85.2937516332816	1	1	99.749212687846	130.983198985052	1
TUBA1B	115.608924394967	241.622136517573	152.871815256917	198.569022214769	142.552314642338	1117.54566216106	85.9230384163943	852.002283864843
TUBA4A	1	1	174.895591545344	1	1	133.320622580838	1	83.4034742091003
TUBB4B	75.3559104363171	1	1	1	1	161.362520479443	1	219.285982831917
TWF2	1	1	70.4991435229032	1	62.3009015043335	1	1	1
TXK	1	1	1	1	349.664440706441	191.912314287295	1	1
TXN2	1	1	1	1	88.3003102219945	1	71.8927673528388	1
TXNDC11	1	1	1	1	1	1	1	134.947125813421
TXNDC15	1	1	1	1	1	1	1	76.3850767112783
TXNDC17	141.027032763006	1	1	78.8726728538175	1	1	1	131.300593411742
TXNL4A	1	1	1	1	1	1	1	112.841419395836
TYMP	1	117.134638040735	1	361.083597797775	1	1	1	1
TYMS	1	1	1	1	1	1	1	78.1691378924378
TYROBP	1	3019.20406010377	127.114341080684	3518.80270027754	2012.64431236343	1107.3291062663	1	1
U2SURP	1	1	80.1644883473283	1	90.0807939100118	1	1	1
UBALD2	1	1	1	1	83.5732213816141	83.5016686576314	1	1
UBE2B	1	1	82.957985528854	80.5324306489199	85.2234663481988	87.0638134639394	1	1
UBE2C	1	1	1	1	1	1	1	85.9468856755627
UBE2F	1	1	1	1	1	90.4630421643381	1	1
UBE2I	1	1	98.6111477798869	1	150.877820998363	131.115089363576	75.1898631923347	59.8056565524973
UBE2J1	1	1	1	1	1	1	1	463.113907820711
UBE2L3	67.0926139948912	1	138.615648813832	72.1097980144418	132.8985247336	151.263038458333	1	187.079147341704
UBE2L6	1	1	71.7796632342513	1	83.153021514238	1	1	1
UBE2N	1	1	72.9494393704885	1	83.3621186975755	86.6084862142135	1	1
UBE2R2	1	1	1	75.2960921314329	1	1	1	1
UBE2S	1	1	1	1	1	1	1	132.997311617432
UBXN4	91.1377434016354	1	80.9955842340169	1	77.8245061285211	78.5430229391699	1	107.723702057284
UCP2	1	196.237325423328	175.90288823622	176.54804758153	172.164862925122	356.187022175784	137.53501536214	1
UFD1L	1	1	1	1	1	1	1	71.5589178698018
UFM1	1	1	1	1	1	1	1	227.475041782966
UGDH	81.8533461432234	1	1	1	1	1	1	1
UGP2	222.580073811148	1	93.590250796482	1	112.826527798807	112.930410396327	1	1
UGT2B10	92.8546474421903	1	1	1	1	1	1	1
UGT2B4	357.656430712285	1	1	1	1	1	1	1
UGT2B7	222.107166486018	1	1	1	1	1	1	1
UPF2	1	1	96.8383213488756	1	102.242432702704	101.692169276658	105.530947414421	67.8619343221746
UPP1	1	1	1	117.410467618209	1	1	1	1
UQCC2	53.9004630239626	1	1	1	1	1	1	114.768313039035
UQCRC1	69.914787655603	1	1	70.5032426665623	1	1	1	68.4342015518337
UQCRC2	1	1	77.8127708278174	85.111440091971	107.926544425838	1	1	1
UROS	1	1	1	1	96.0792296840789	1	1	1
USP15	1	1	1	76.3755327648366	1	1	83.9053950658076	1
VAMP2	1	1	251.581947106878	70.8751303578183	213.041385955666	242.314785225981	130.75706201441	1
VAMP5	171.376673241662	311.635059321579	109.811292654872	183.780137443519	135.7619275764	119.907437951429	1	1
VAMP8	145.484563541965	1049.76278279846	203.497704555302	694.682858061248	261.309913687612	310.087341120361	127.840497539936	69.3669948376736
VASP	1	84.1621383820118	74.7402281477059	83.977486850397	91.2385023237604	125.292743709831	1	1
VCAM1	1	1389.08899404509	1	1	1	1	1	1
VCAN	1	1	1	772.593972726474	1	1	1	1
VCP	58.4484702621657	1	1	1	1	1	1	107.312775840366
VDAC1	71.2963539798174	1	1	84.6132577437824	1	1	1	117.624109207358
VIM	430.081841104713	2255.1791771905	605.54994731776	2339.7403388562	114.828421275533	730.920373864227	214.432308624413	557.818588630583
VIMP	92.4905282637915	1	1	1	1	1	1	304.349739895213
VKORC1	280.947763520821	1	1	1	1	1	1	1
VMA21	1	1	1	101.012479677097	1	1	1	1
VMP1	1	215.760481633045	1	244.534118160238	1	1	1	1
VOPP1	1	147.814704297386	1	1	1	1	1	172.244696606207
VPREB3	1	1	1	1	1	1	228.124160333436	1
VPS29	60.1875985821901	106.102920203516	68.9875219952067	88.592445737717	1	85.2299076962511	1	1
VPS51	1	1	1	1	65.9501311796561	1	1	1
VSIG4	1	516.944588741007	1	425.969659615397	1	1	1	1
WAS	1	1	81.2619138060106	77.040551724306	72.1134811729114	98.5545772031264	1	1
WASF2	1	141.078858172495	1	152.435242912813	81.0465566603699	1	1	1
WBSCR22	1	1	1	1	1	1	1	77.3401343544543
WDR1	1	1	95.6638068253751	108.080537896131	82.488812313481	154.356995059501	1	1
WDR26	1	98.3097942923203	1	1	1	1	1	1
WHSC1L1	1	1	1	1	1	1	81.7834462481458	1
WIPF1	1	1	194.230532534235	97.4974891808961	256.390865294792	189.420881894967	1	1
WNK1	1	117.450172438212	73.5665227366178	1	1	1	1	1
WSB1	1	446.187867736704	81.6200504082322	197.267694289971	119.63829611297	103.239090227841	1	1
WTAP	1	1	87.0405561634943	1	97.7415115394229	1	77.5287849111864	1
WWP1	1	144.599844158212	1	1	1	1	1	1
XBP1	275.476782338462	1	157.996533391696	108.110262380521	198.393321380246	230.16912328947	1	1474.25821883237
XCL1	1	1	1	1	577.37203309964	1	1	1
XCL2	1	1	154.302441459755	1	951.657625443083	265.861860871122	1	1
XIST	136.708943524454	1	1	1	1	1	1	1
XRCC5	84.1234332402508	1	92.8328131501473	1	104.164440339555	127.375022080727	1	106.858840051498
XRCC6	1	1	90.5167786138959	1	81.8750522484502	101.246071642956	1	118.527810490906
XRN2	1	1	1	80.8023360362315	1	1	1	1
YBX3	1	67.5592379189877	1	192.627702587256	1	1	318.865367155497	1
YIF1A	58.8769696386621	1	1	1	1	1	1	67.8767633161568
YME1L1	1	1	121.119207490377	1	90.3239408313179	1	83.3000799803307	1
YPEL3	1	1	97.0269377285339	71.1945703728551	191.003576217056	129.207379113493	142.585243882302	1
YPEL5	1	1	95.4962090360357	89.2175222876585	165.255659541359	101.977600221425	117.772483299789	1
YTHDC1	1	1	1	1	70.3200464999322	1	1	1
YWHAE	160.564281421529	188.868306084221	1	171.088807875583	118.417523707277	1	1	233.032781917529
YWHAG	1	1	1	72.9475924923596	1	1	1	1
YWHAH	1	126.207664091175	1	95.712239641046	84.6616053296855	1	1	1
YWHAQ	1	92.2749623928953	130.145511966004	1	95.8303078528185	168.457526160195	1	82.2640277929027
YY1	1	1	67.7365841389115	75.6925333785292	1	1	1	1
ZAP70	1	1	79.9853145089785	1	106.079741429686	178.464814447083	1	1
ZBTB16	1	1	1	1	108.537092774773	1	1	1
ZBTB38	1	1	1	1	87.23189420861	1	1	1
ZBTB7A	1	1	1	1	1	86.8896937262457	1	1
ZC3H13	120.261669505874	1	86.7308031888866	1	87.8673673480498	1	1	134.204851239811
ZC3H15	1	1	76.2267600888991	77.4801742899416	81.1336798748963	1	109.920346659995	84.0704854060363
ZC3HAV1	1	1	83.5798527743493	1	1	1	1	1
ZCRB1	1	1	1	1	71.9838068516587	1	1	1
ZDHHC20	1	1	1	79.8063714531437	1	1	1	1
ZEB2	1	301.121736287781	1	361.843645016607	1	178.14210361346	1	1
ZFAND5	130.133523611453	209.55610838393	1	214.893936236715	1	1	1	1
ZFAND6	58.1185774156591	1	82.6123586809996	1	79.8938175833094	80.1067618155831	72.4782522831437	1
ZFP36L1	325.884276181091	647.664747659592	180.200896478187	419.571602522574	213.826596545412	164.768660686645	214.887661600517	1
ZNF106	1	73.8445133715257	1	83.3908981727773	1	1	1	1
ZNF207	1	1	67.1848175785845	1	98.0439999755111	85.9371043881671	1	1
ZNF593	67.8494058937205	1	1	1	1	1	1	104.672767848688
ZNF706	1	1	1	103.14382645193	71.7185438138527	83.0992353506159	168.569434507744	225.495628671411
ZNF90	1	1	97.6591306609401	1	1	1	143.276944795804	70.4155908688803
ZSCAN16.AS1	64.1541860409405	84.4989245956555	1	1	1	1	1	1
ZYX	1	1	1	158.158112155107	1	1	1	1
